title,price,year,kms,city,gear,doors,seats,power,color,co2_emiss,fuel_type,warranty,dealer,chassis,height,length,width,trunk_vol,max_speed,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
Mercedes Clase Glb Glb 200d 8g-dct,44.400€,11/2020,3.000 km,150 cv en Barcelona,Automática secuencial,5 puertas,5,150 cv,Gris,126 gr/m,Diesel,SÍ,Profesional,Todo Terreno,166 cm,463 cm,183 cm,570 l,204 km/h,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
Hyundai I20 I20 1.0 Tgdi Tecno 2c 48v 100,18.280€,2020,NUEVO,100 cv en Madrid,Manual,5 puertas,5,100 cv,Blanco,114 gr/m,Gasolina,SÍ,Profesional,Berlina,145 cm,404 cm,178 cm,352 l,188 km/h,"5,8 l","4,5 l","5,0 l",1.090 kg,40 l,"10,4 s"
Mercedes Clase A A 180d 7g-dct,26.490€,2019,9.960 km,116 cv en Sevilla,Automática secuencial,5 puertas,5,116 cv,Blanco,103 gr/m,Diesel,SÍ,Profesional,Berlina,144 cm,442 cm,180 cm,360 l,202 km/h,"4,7 l","3,9 l","3,9 l",1.445 kg,43 l,"10,5 s"
Fiat Dobló Cargo 1.3mjt Base 70kw,11.990€,2019,1 km,95 cv en Madrid,Manual,3 puertas,2,95 cv,Blanco,133 gr/m,Diesel,SÍ,Profesional,Furgon,185 cm,441 cm,183 cm,0 l,158 km/h,"6,5 l","4,2 l","5,0 l",1.320 kg,60 l,"0,0 s"
Ford Kuga 2.5 Duratec Phev St-line 4x2,34.995€,01/2020,1.130 km,"225 cv en Coruña, A",Automática secuencial,5 puertas,5,225 cv,Gris magnetic,26 gr/m,Híbrido,SÍ,Profesional,Todo Terreno,168 cm,461 cm,188 cm,405 l,200 km/h,"0,0 l","0,0 l","1,2 l",1.773 kg,45 l,"9,2 s"
Ford Kuga 2.5 Duratec Phev St-line 4x2,34.995€,01/2020,2.668 km,"225 cv en Coruña, A",Automática secuencial,5 puertas,5,225 cv,Blanco platinum,26 gr/m,Híbrido,SÍ,Profesional,Todo Terreno,168 cm,461 cm,188 cm,405 l,200 km/h,"0,0 l","0,0 l","1,2 l",1.773 kg,45 l,"9,2 s"
Ford Fiesta 1.1 Pfi Glp St Line,15.375€,01/2020,20 km,"75 cv en Coruña, A",Manual,5 puertas,5,75 cv,Plata perla,97 gr/m,Gasolina,SÍ,Profesional,Berlina,148 cm,404 cm,174 cm,276 l,160 km/h,"6,1 l","3,9 l","4,7 l",1.091 kg,42 l,"14,9 s"
Ford Transit Connect Kombi S&s B. Larga L2 Trend 120,16.980€,01/2019,100 km,"120 cv en Coruña, A",Manual,5 puertas,5,120 cv,Blanco,116 gr/m,Diesel,SÍ,Profesional,Combi,183 cm,482 cm,184 cm,0 l,171 km/h,"4,9 l","4,4 l","4,6 l",1.714 kg,60 l,"12,6 s"
Fiat 500 1.2 Sport Mta,10.600€,2020,6.077 km,69 cv en Pontevedra,Automática secuencial,3 puertas,4,69 cv,Gris,108 gr/m,Gasolina,SÍ,Profesional,Berlina,149 cm,357 cm,163 cm,185 l,160 km/h,"5,9 l","4,4 l","4,9 l",865 kg,35 l,"12,9 s"
Opel Astra 1.2t S-s Gs Line 130,18.350€,2020,18 km,"130 cv en Coruña, A",Manual,5 puertas,5,130 cv,Azul,99 gr/m,Gasolina,SÍ,Profesional,Berlina,149 cm,437 cm,181 cm,370 l,215 km/h,"5,2 l","3,8 l","4,3 l",1.205 kg,48 l,"9,9 s"
Mini Mini Cooper S Aut. (0.0),27.900€,09/2020,7.000 km,192 cv en Leon,Automática secuencial,3 puertas,4,192 cv,Chili red sólida,120 gr/m,Gasolina,SÍ,Profesional,Berlina,141 cm,385 cm,173 cm,211 l,233 km/h,"6,4 l","4,6 l","5,3 l",1.175 kg,44 l,"6,7 s"
Bmw Serie 2 218ia Active Tourer,27.800€,03/2019,1.000 km,140 cv en Leon,Automática secuencial,5 puertas,5,140 cv,Glaciersilber (metalizado),117 gr/m,Gasolina,SÍ,Profesional,Monovolumen,156 cm,435 cm,180 cm,468 l,205 km/h,"6,5 l","4,3 l","5,1 l",1.390 kg,51 l,"9,3 s"
Bmw Serie 2 218da Cabrio,30.800€,05/2019,9.505 km,150 cv en Huelva,Automática secuencial,2 puertas,4,150 cv,Gris,108 gr/m,Diesel,SÍ,Profesional,Convertible,141 cm,443 cm,177 cm,335 l,205 km/h,"4,9 l","3,6 l","4,1 l",1.540 kg,52 l,"8,7 s"
Dacia Sandero 1.5 Blue Dci Stepway Comfort 70kw,12.950€,01/2021,1 km,95 cv en Barcelona,Manual,5 puertas,5,95 cv,Blanco,102 gr/m,Diesel,SÍ,Profesional,Berlina,156 cm,409 cm,176 cm,320 l,167 km/h,"3,8 l","3,8 l","3,8 l",1.090 kg,50 l,"11,7 s"
Hyundai Ioniq Hev 1.6 Gdi Klass,20.900€,01/2019,6.807 km,141 cv en Murcia,Automática secuencial,5 puertas,5,141 cv,Polar white,79 gr/m,Híbrido,SÍ,Profesional,Berlina,145 cm,447 cm,182 cm,550 l,185 km/h,"3,4 l","3,6 l","3,4 l",1.370 kg,45 l,"10,8 s"
Hyundai Ioniq Phev 1.6 Gdi Tecno,28.900€,01/2019,4.330 km,141 cv en Murcia,Automática secuencial,5 puertas,5,141 cv,Polar white,26 gr/m,Híbrido,SÍ,Profesional,Berlina,145 cm,447 cm,182 cm,446 l,178 km/h,"0,0 l","0,0 l","1,1 l",1.495 kg,43 l,"10,6 s"
Toyota Aygo 70 X-play,9.995€,2020,3.537 km,72 cv en Cadiz,Manual,5 puertas,4,72 cv,Gris,93 gr/m,Gasolina,SÍ,Profesional,Berlina,146 cm,347 cm,162 cm,168 l,160 km/h,"5,0 l","3,6 l","4,1 l",855 kg,35 l,"13,8 s"
Hyundai I20 I20 1.0 Tgdi Essence Le 100,11.600€,08/2020,5.450 km,100 cv en Zaragoza,Manual,5 puertas,5,100 cv,Blanco,114 gr/m,Gasolina,SÍ,Profesional,Berlina,147 cm,404 cm,173 cm,326 l,188 km/h,"5,8 l","4,5 l","5,0 l",1.040 kg,50 l,"10,8 s"
Hyundai Ioniq Hev 1.6 Gdi Klass Le,19.950€,12/2020,20 km,141 cv en Zaragoza,Automática secuencial,5 puertas,5,141 cv,Plateado,85 gr/m,Híbrido,SÍ,Profesional,Berlina,145 cm,447 cm,182 cm,563 l,185 km/h,"3,8 l","3,6 l","3,6 l",1.361 kg,45 l,"11,1 s"
Peugeot 208 1.2 Puretech S&s Active 100,15.970€,2020,13 km,100 cv en Valencia,Manual,5 puertas,5,100 cv,Negro,97 gr/m,Gasolina,SÍ,Profesional,Berlina,143 cm,406 cm,175 cm,309 l,188 km/h,"5,2 l","3,7 l","4,2 l",1.090 kg,44 l,"10,9 s"
Mini Countryman Mini Cooper D Aut.,30.900€,12/2020,1 km,150 cv en Burgos,Automática secuencial,5 puertas,5,150 cv,Light white (sólida),111 gr/m,Diesel,SÍ,Profesional,Todo Terreno,156 cm,430 cm,182 cm,450 l,204 km/h,"4,8 l","3,9 l","4,2 l",1.510 kg,51 l,"9,1 s"
Bmw Serie 1 118da,29.900€,02/2020,5.520 km,150 cv en Burgos,Automática secuencial,5 puertas,5,150 cv,Pintura metalizada misano blau,115 gr/m,Diesel,SÍ,Profesional,Berlina,142 cm,433 cm,177 cm,360 l,212 km/h,"5,1 l","4,1 l","4,4 l",1.420 kg,52 l,"8,2 s"
Mercedes Clase C C 200d 9g-tronic,33.400€,01/2019,8.732 km,150 cv en Murcia,Automática secuencial,4 puertas,5,150 cv,Azul brillante metalizado,126 gr/m,Diesel,SÍ,Profesional,Berlina,144 cm,469 cm,181 cm,455 l,222 km/h,"5,6 l","4,3 l","4,8 l",1.585 kg,66 l,"8,1 s"
Citroen C3 1.2 Puretech S&s Shine 110,13.500€,2020,5 km,110 cv en Almeria,Manual,5 puertas,5,110 cv,Rojo,104 gr/m,Gasolina,SÍ,Profesional,Berlina,147 cm,400 cm,175 cm,300 l,188 km/h,"5,5 l","4,0 l","4,6 l",1.125 kg,42 l,"9,3 s"
Mercedes Clase Glc Glc 200 4matic 9g-tronic,50.995€,2021,NUEVO,197 cv en Madrid,Automática secuencial,5 puertas,5,197 cv,Blanco,162 gr/m,Gasolina,SÍ,Profesional,Todo Terreno,164 cm,466 cm,189 cm,550 l,215 km/h,"9,2 l","5,0 l","7,1 l",1.800 kg,66 l,"7,9 s"
Bmw Serie 2 220da Gran Coupé,39.800€,07/2020,2.868 km,190 cv en Cantabria,Automática secuencial,4 puertas,5,190 cv,Saphirschwarz (metalizado),110 gr/m,Diesel,SÍ,Profesional,Coupe,142 cm,453 cm,180 cm,430 l,225 km/h,"5,2 l","4,2 l","4,6 l",1.505 kg,50 l,"7,5 s"
Mercedes Clase Gla Gla 200d 8g-dct,43.400€,01/2021,500 km,150 cv en Barcelona,Automática secuencial,5 puertas,5,150 cv,Gris,121 gr/m,Diesel,SÍ,Profesional,Todo Terreno,161 cm,441 cm,183 cm,425 l,208 km/h,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,6 s"
Mercedes Clase Glc Glc Coupé 300de 4matic,73.900€,02/2020,500 km,317 cv en Barcelona,Automática secuencial,5 puertas,5,317 cv,Designo blanco diamante,45 gr/m,Híbrido,SÍ,Profesional,Coupe,162 cm,473 cm,189 cm,500 l,230 km/h,"0,0 l","0,0 l","0,0 l",2.135 kg,57 l,"6,2 s"
Lexus Rx Rx 450h Luxury,64.850€,11/2019,10.000 km,313 cv en Madrid,Automática continua,5 puertas,5,313 cv,Azul,127 gr/m,Híbrido,SÍ,Profesional,Todo Terreno,164 cm,489 cm,190 cm,540 l,200 km/h,"7,1 l","3,8 l","5,5 l",2.200 kg,65 l,"7,7 s"
Lexus Nx Nx 300h Executive Navigation 4wd,43.550€,09/2020,4.400 km,197 cv en Madrid,Automática continua,5 puertas,5,197 cv,Blanco,135 gr/m,Híbrido,SÍ,Profesional,Todo Terreno,165 cm,463 cm,185 cm,555 l,0 km/h,"7,2 l","3,9 l","5,9 l",1.715 kg,56 l,"9,3 s"
Lexus Ux Ux 250h F Sport 2wd,36.690€,10/2020,4.990 km,184 cv en Madrid,Automática continua,5 puertas,5,184 cv,Azul,96 gr/m,Híbrido,SÍ,Profesional,Todo Terreno,154 cm,450 cm,184 cm,320 l,177 km/h,"5,3 l","3,4 l","4,1 l",1.615 kg,43 l,"8,5 s"
